sku	mfg	supplier	price	description
GBAIOBAS	Gigabyte	CDLOG	1843.97	All In One 21.5" G2030 4G 640G DOS
BGAIOPRO	Gigabyte	CDLOG	2423.06	All In One 21.5" I3-3245 4G 1TB WIN7 Home
BGAIOPROT	Gigabyte	CDLOG	3213.61	All In One 21.5" Touch I5-3470 8G 1TB WIN7 Pro
LX830-117	Toshiba	CDLOG	4093.4	All In One LX830 23" Touch / I5 / 4G / 500G / Geforce GT630 / Win 8
LX830-12E	Toshiba	CDLOG	4288.37	All In One LX830 23" Touch / I5 / 4G / 500G / Geforce GT630 / Win 8
LX830-12F	Toshiba	CDLOG	4989.68	All In One LX830 23" Touch / I7 / 4G / 1TB / Geforce GT630 / Win 8
PX30TA-116	Toshiba	CDLOG	5886.93	All In One PX30t-A 23" Touch / I7 / 8G / 1TB / Geforce GT740 / Win 8
i35B-BR001	GIADA	CDLOG	669.3	Giada I35B Atom D2550 Black Barebone
I35GB-BR001	GIADA	CDLOG	843.9	Giada I35GB Atom D2550 Nvidia GT610 Black Barebone
I53B-BT001	GIADA	CDLOG	1144.6	Giada i53B Intel i3 3217U Intel HD4000 Black Barebone
I53B-BQ001	GIADA	CDLOG	1600.5	Giada i53B Intel i5 3317U Intel HD4000 Black Barebone
I30-B2231	GIADA	CDLOG	834.2	Giada I30 Atom 525 2G 320GB Wifi BT White
I35V-BM571	GIADA	CDLOG	882.7	Giada I35V Atom D2500 2G 32GB SSD Wifi Purple
F100-BH531	GIADA	CDLOG	940.9	Giada F100 Atom 455 2G 320GB Wifi BT Fanless Black
I51-BF531	GIADA	CDLOG	1115.5	Giada I51 Celeron 857 2G 320GB Wifi BT Black
F101-BK531	GIADA	CDLOG	1115.5	Giada F101 Atom 2600 2G 320GB Wifi BT Fanless Black
F102D-BK531	GIADA	CDLOG	1154.3	Giada F102D Atom 2600 2G 320GB Dual LAN COM Port Wifi BT Black
D2305-BQ641	GIADA	CDLOG	3220.4	Giada D2305 i5 3317U 4G 32GB SSD + 500GB GT640 Wifi BT Black
WIFIBTKIT	GIADA	CDLOG	82.45	Infinity Giada Wifi + Bluetooth KIT
WIFIBTP	GIADA	CDLOG	121.25	Infinity Giada Wifi + Bluetooth + HDMI + Remote Control KIT
JZ182	GIADA	CDLOG	61.11	מתקן תלייה VESA ל GIADA
A51B-BP001	GIADA	CDLOG	839.05	Giada A51B AMD Fusion T56N RADEON 6320 Barebone Black
I53B-BF001	GIADA	CDLOG	756.6	Giada i53B Celeron 1037U Intel HD Graphics Barebone Black
F102D-BK571	GIADA	CDLOG	1134.9	Giada F102D Atom 2600 2G 32G SSD Dual LAN COM Port Wifi BT Black
Basic Server	CD-Log	CDLOG	2984.69	Supermicro Basic Minitower SOHO Server
Tower 1	CD-Log	CDLOG	3686.97	Supermicro Basic Tower Server
Tower 2	CD-Log	CDLOG	7549.51	Supermicro Advanced Tower Server
App Server 1	CD-Log	CDLOG	2704.36	Supermicro Basic Application Server
App Server 2	CD-Log	CDLOG	4119.59	Supermicro Advanced Application Server
Server 1	CD-Log	CDLOG	4498.86	Supermicro Single CPU Basic 1U Server
Server 2	CD-Log	CDLOG	5162.34	Supermicro Single CPU Advanced 1U Server
Server 3	CD-Log	CDLOG	6531.98	Supermicro Single CPU Advanced 1U Redundant Server
Server 4	CD-Log	CDLOG	7830.81	Supermicro Single CPU Advanced 1U Redundant Server with high memory capacity
Database Server1	CD-Log	CDLOG	6570.78	Supermicro SMB Database 1U Server
Database Server2	CD-Log	CDLOG	9024.88	Supermicro SMB Database 1U Redundant Server
Database Server3	CD-Log	CDLOG	20541.69	Supermicro Enterprise Database 1U Server
Database Server4	CD-Log	CDLOG	33608.56	Supermicro Enterprise Database 1U Redundant Server with 10G
Mega Storage	CD-Log	CDLOG	47425.24	Supermicro Enterprise Mega Storage Server 64TB with 10G
YellowRiver 1U Basic	CD-Log	CDLOG	11949.43	TYAN Basic 2-way systems cluster in 1U
YellowRiver 1U Super computing	CD-Log	CDLOG	28877.87	TYAN Advanced 2-way systems cluster in 1U
Quad system basic	CD-Log	CDLOG	19671.6	Supermicro Basic 4-way systems cluster in 2U
Quad system advanced	CD-Log	CDLOG	39517.8	Supermicro Advanced 4-way systems cluster in 2U
Infinity	CD-Log	CDLOG	6430.13	4U Basic Storage server
Supermicro storage 836-16	CD-Log	CDLOG	7954	Supermicro 3U Storage server UP to 64TB
Supermicro storage eXtreme performance	CD-Log	CDLOG	13189.09	Supermicro 3U Storage server UP to 64TB with dual 10G
Supermicro storage 846-24	CD-Log	CDLOG	12325.79	Supermicro 4U Storage server UP to 96TB
XP-RD33-6456	DELL	CDLOG	5351.49	XPS 12 Duo UltraBook 12.5" / I5 / 4G / 128G SSD / WIN8
XP-RD33-6719	DELL	CDLOG	5450.43	XPS 12 Duo UltraBook 12.5" / I5 / 4G / 128G SSD / WIN8
XP-RD33-6947	DELL	CDLOG	6566.9	XPS 12 Duo UltraBook 12.5" / I7 / 8G / 256G SSD / WIN8 Pro
VM-RD33-7113	DELL	CDLOG	2398.81	Vostro 3360 13.3" / I3 / 4G / 500G / Dos
VM-RD33-7114	DELL	CDLOG	2642.28	Vostro 3360 13.3" / I5 / 4G / 500G / Dos
VM-RD33-7116	DELL	CDLOG	3365.9	Vostro 3360 13.3" / I5 / 4G / 500G + 32GB SSD / WIN8 Pro / Red
VM-RD33-6368	DELL	CDLOG	2778.08	Vostro 3360 13.3" / I3 / 4G / 500G / WIN7 Home
VM-RD33-7115	DELL	CDLOG	3330.98	Vostro 3360 13.3" / I5 / 4G / 500G + 32G SSD / WIN8 Pro
VM-RD33-7117	DELL	CDLOG	3998.34	Vostro 3360 13.3" / I7 / 8G / 500G + 32G SSD / WIN8 Pro
IN-RD33-7048	DELL	CDLOG	2746.07	Inspirion 13z 13.3" / I3 / 4G / 500G / WIN8
IN-RD33-7046	DELL	CDLOG	2918.73	Inspirion 13z 13.3" / I5 / 4G / 500G / WIN8
IN-RD33-7047	DELL	CDLOG	2953.65	Inspirion 13z 13.3" / I5 / 4G / 500G / WIN8 / Red
LT-RD33-6960	DELL	CDLOG	4098.25	Latitude E6330 13.3" / I5 / 4G / 750G / DOS
LT-RD33-6961	DELL	CDLOG	4512.44	Latitude E6330 13.3" / I5 / 4G / 750G / WIN8 PRO
LT-RD33-6962	DELL	CDLOG	4512.44	Latitude E6330 13.3" / I5 / 4G / 750G / WIN7 PRO
LT-RD33-6775	DELL	CDLOG	4828.66	Latitude E6330 13.3" / I7 / 8G / 750G / DOS
LT-RD33-6820	DELL	CDLOG	6219.64	Latitude E6330 13.3" / I7 / 8G / 256G SSD / WIN8 PRO
LT-RD33-6814	DELL	CDLOG	6219.64	Latitude E6330 13.3" / I7 / 8G / 256G SSD / WIN7 PRO
XP-RD33-6949	DELL	CDLOG	6566.9	XPS 13 UltraBook 13" / I7 / 8G / 256G SSD / WIN8 PRO
IN-RD33-6750	DELL	CDLOG	2211.6	Inspirion 5421 14" / I3 / 6G / 500G / WIN8
IN-RD33-6751	DELL	CDLOG	2850.83	Inspirion 5421 14" / I5 / 4G / 750G / WIN8 / GT625
VM-RD33-7111	DELL	CDLOG	2642.28	Vostro 3460 14" / I3 / 4G / 500G / WIN8
VM-RD33-6942	DELL	CDLOG	2778.08	Vostro 3460 14" / I5 / 4G / 750G / Dos
VM-RD33-7110	DELL	CDLOG	2990.51	Vostro 3460 14" / I5 / 4G / 750G / WIN8 / Red
VM-RD33-6943	DELL	CDLOG	3954.69	Vostro 3460 14" / I7 / 8G / 1TB+32G SSD / WIN8 PRO / GT630
VM-RD33-7112	DELL	CDLOG	4102.13	Vostro 3460 14" / I7 / 8G / 1TB+32G SSD / WIN8 PRO / GT630
LT-RD33-6956	DELL	CDLOG	3086.54	Latitude E5430 14" / I5 / 4G / 500G / DOS
LT-RD33-7132	DELL	CDLOG	3539.53	Latitude E5430 14" / I5 / 4G / 500G / WIN8 PRO
LT-RD33-6669	DELL	CDLOG	4115.71	Latitude E5430 14" / I7 / 4G / 500G / WIN8 PRO
LT-RD33-6810	DELL	CDLOG	4343.66	Latitude E5430 14" / I7 / 4G / 500G / WIN8 PRO
LT-RD33-6816	DELL	CDLOG	4343.66	Latitude E5430 14" / I7 / 4G / 500G / WIN7 PRO
LT-RD33-6953	DELL	CDLOG	4031.32	Latitude E6430 14" / I5 / 4G / 750G / DOS
LT-RD33-6954	DELL	CDLOG	4481.4	Latitude E6430 14" / I5 / 4G / 750G / WIN7 PRO
IN-RD33-7049	DELL	CDLOG	2746.07	Inspirion 14z UltraBook 14" / I3 / 4G / 500G+32G SSD / WIN8
XP-RD33-6950	DELL	CDLOG	5175.92	XPS 14 UltraBook 14" / I5 / 4G / 500G+32G SSD / WIN8
XP-RD33-6951	DELL	CDLOG	6085.78	XPS 14 UltraBook 14" / I7 / 8G / 500G+32G SSD / WIN8 PRO / GT630
VM-RD33-6715	DELL	CDLOG	2015.66	Vostro 2521 15.6" / I3 / 4G / 500G / WIN8
IN-RD09-7068	DELL	CDLOG	1928.36	Inspirion 3521 15.6" / I3 / 4G / 500GB / WIN8
IN-RD09-6865	DELL	CDLOG	2637.43	Inspirion 3521 Touch 15.6" / I3 / 4G / 500G / WIN8
IN-RD09-6866	DELL	CDLOG	2936.19	Inspirion 3521 Touch 15.6" / I5 / 4G / 750G / WIN8 / HD7670
IN-RD09-6867	DELL	CDLOG	3298	Inspirion 3521 Touch 15.6" / I7 / 4G / 1TB / WIN8 / HD8730
VM-RD33-7118	DELL	CDLOG	2255.25	Vostro 3560 15.6" / I3 / 4G / 500G / DOS
VM-RD33-7119	DELL	CDLOG	2767.41	Vostro 3560 15.6" / I5 / 4G /750G / WIN8 / HD7670
VM-RD33-7121	DELL	CDLOG	3399.85	Vostro 3560 15.6" / I5 / 6G / 750G / WIN8 Pro / HD7670
VM-RD33-7122	DELL	CDLOG	3434.77	Vostro 3560 15.6" / I5 / 6G / 750G / WIN8 Pro / HD7670 / Red
VM-RD33-7120	DELL	CDLOG	3845.08	Vostro 3560 15.6" / I7 / 8G / 1TB+32G SSD / WIN8 PRO / HD7670
IN-RD33-6508	DELL	CDLOG	3157.35	Inspirion 5521 15.6" / I5 / 6G / 1TB / WIN8 / HD7670 / Red
LT-RD33-6959	DELL	CDLOG	3020.58	Latitude E5530 15.6" / I5 / 4G / 500G / DOS
LT-RD33-6818	DELL	CDLOG	4336.87	Latitude E5530 15.6" / I7 / 4G / 500G / WIN8 PRO
LT-RD33-6955	DELL	CDLOG	5903.42	Latitude E6530 15.6" / I7 / 8G / 750G / WIN8 PRO / Quadro NVS 5200
IN-RD33-6752	DELL	CDLOG	4031.32	Inspirion 15z UltraBook 15.6" / I5 / 6G / 500G+32G SSD / WIN8
IN-RD33-6642	DELL	CDLOG	4793.74	Inspirion 15z UltraBook 15.6" / I7 / 8G / 256G SSD / WIN8 / GT630
XP-RD33-6323	DELL	CDLOG	6219.64	XPS 15 UltraBook 15.6" / I5 / 8G / 750G+32G SSD / WIN7 HP / GT630
XP-RD33-6952	DELL	CDLOG	6766.72	XPS 15 UltraBook 15.6" / I7 / 8G / 1TB+32G SSD / WIN8 PRO / GT640
PM-RD33-7000	DELL	CDLOG	8270.22	Precision M4700 15.6" / I7 / 8G / 750G+128G SSD / WIN8 PRO / FirePro M4000
IN-RD33-7055	DELL	CDLOG	4165.18	Inspirion 7720 17.3" / I7 / 8G / 1TB / WIN8 / GT650
P855-339	Toshiba	CDLOG	3704.43	Satellite P855 15.6" / I7 / 8G / 1TB / WIN8 / GT640 / BD-ROM
X770-11C	Toshiba	CDLOG	4483.34	Qosmio X770 17.3" 3D / I7 / 8G / 1TB / WIN7HP / GTX560M / BD-ROM / Red
R930-1C0	Toshiba	CDLOG	4677.34	Portege R930 13.3" / I7 / 4G / 500G / WIN7 Pro
R840-109	Toshiba	CDLOG	2961.41	Tecra R840 14" / I5 / 4G / 500G / WIN7 Pro / HD6450
R940-1HQ	Toshiba	CDLOG	3813.07	Tecra R940 14" / I5 / 8G / 500G / WIN7 Pro
R850-147	Toshiba	CDLOG	2853.74	Tecra R850 15.6" / I5 / 4G / 500G / WIN7 Pro / HD6450
R850-10K	Toshiba	CDLOG	3111.76	Tecra R850 15.6" / I7 / 4G / 500G / WIN7 Pro / HD6450
U840-10Q	Toshiba	CDLOG	2643.25	UltraBook Satellite U840 14" / I5 / 4G / 500G+32G SSD / WIN7 HP / HD7550
U840W-108	Toshiba	CDLOG	2799.42	UltraBook Satellite U840 14" / I5 / 4G / 320G+32G SSD / WIN7 HP
U940-11F	Toshiba	CDLOG	2487.08	UltraBook Satellite U940 14" / I3 / 4G / 500G+32G SSD (cache) / WIN8
U940-11G	Toshiba	CDLOG	2799.42	UltraBook Satellite U940 14" / I5 / 4G / 500G+32G SSD / WIN8
Z930-17C	Toshiba	CDLOG	4975.13	UltraBook Satellite Z930 13.3" / I5 / 6G / 256G SSD / WIN8
Z930-14C	Toshiba	CDLOG	5123.54	UltraBook Satellite Z930 13.3" / I5 / 6G / 128G SSD / WIN8 Pro
Z930-150	Toshiba	CDLOG	5427.15	UltraBook Satellite Z930 13.3" / I5 / 6G / 256G SSD / WIN7 Pro
Z930-14L	Toshiba	CDLOG	6382.6	UltraBook Satellite Z930 13.3" / I7 / 8G / 256G SSD / WIN7 Pro
U840T-100	Toshiba	CDLOG	3002.15	UltraBook Satellite U840T 14" Touch / I5 / 4G / 500G+32G SSD / WIN8
U920T-104	Toshiba	CDLOG	3813.07	UltraBook Satellite U920T 12.5" Touch / I5 / 4G / 128G SSD / WIN8
H5L62ES	HP	CDLOG	1290.1	HP 650 B960 4G 500G 15.6" Free Dos
IN-RD33-7051	DELL	CDLOG	3192.27	Inspirion 14z UltraBook 14" / I5 / 4G / 500G+32G SSD / WIN8
IN-RD33-7052	DELL	CDLOG	3227.19	Inspirion 14z UltraBook 14" / I5 / 4G / 500G+32G SSD / WIN8
IN-RD33-7050	DELL	CDLOG	3543.41	Inspirion 14z UltraBook 14" / I7 / 6G / 500G+32G SSD / WIN8
IN-RD33-7053	DELL	CDLOG	4133.17	Inspirion 14z UltraBook 14" / I7 / 8G / 256G SSD / WIN8
L50-A-105	Toshiba	CDLOG	3345.53	Satellite L50-A 15.6" / I7 / 4G / 750GB / Geforce GT740 2GB / Win 8
S50T-A-104	Toshiba	CDLOG	4125.41	Satellite S50t-A 15.6" Touch / I7 / 4G / 750GB / Geforce GT740 2GB / Win 8
P50T-A-10N	Toshiba	CDLOG	4249.57	Satellite P50t-A 15.6" Touch / I7 / 4G / 1TB / Geforce GT740 2GB / Win 8
X870-13D	Toshiba	CDLOG	6230.31	Qosmio X870 17.3" 3D / I7 / 16G / 2TB / Geforce GTX670 2G / Win 8
X870-13H	Toshiba	CDLOG	6230.31	Qosmio X870 17.3" 3D / I7 / 8G / 2TB + 8GB SSD / Geforce GTX670 2G / Win 8
C50-A-11F	Toshiba	CDLOG	1481.19	Satellite C50-A 15.6" / G2020 / 4G / 500GB / Free Dos
C55-A-109	Toshiba	CDLOG	1708.17	Satellite C55-A 15.6" / G2020 / 4G / 500GB / Win 8 / Silver
C50-A-108	Toshiba	CDLOG	1682.95	Satellite C50-A 15.6" / G2020 / 4G / 500GB / Win 8 / Black
C55-A-197	Toshiba	CDLOG	1939.03	Satellite C55-A 15.6" / I3 / 4G / 500GB / Win 8 / White
C50-A-11J	Toshiba	CDLOG	1988.5	Satellite C50-A 15.6" / I3 / 4G / 500GB / Win 8 / Black
C55-A-11H	Toshiba	CDLOG	1988.5	Satellite C55-A 15.6" / I3 / 4G / 500GB / Win 8 / White
C55-A-10C	Toshiba	CDLOG	2058.34	Satellite C55-A 15.6" / I3 / 4G / 640GB / Win 8 / Silver
C55-A-138	Toshiba	CDLOG	2416.27	Satellite C55-A 15.6" / I5 / 4G / 500GB / Win 8 / White
C55-A-137	Toshiba	CDLOG	2533.64	Satellite C55-A 15.6" / I5 / 4G / 500GB / Geforce GT710 1G / Win 8 / White
L50T-A-11X	Toshiba	CDLOG	3274.72	Satellite L50t-A 15.6" Touch / I5 / 4G / 750GB / Geforce GT740 2GB / Win 8
LT-RD33-6806	DELL	CDLOG	5379.62	Latitude 6430u UltraBook 14" / I5 / 8G / 256G SSD / WIN8 PRO
IN-RD09-7125	DELL	CDLOG	2686.9	Inspirion 3521 15.6" / I5 / 4G / 750GB / WIN8 / HD8730
XP-RD33-7127	DELL	CDLOG	5555.19	XPS 12 Duo UltraBook 12.5" / I5 / 4G / 128G SSD / WIN8
XP-RD33-7128	DELL	CDLOG	6718.22	XPS 12 Duo UltraBook 12.5" / I7 / 8G / 256G SSD / WIN8 Pro
VM-RD33-6370	DELL	CDLOG	3788.82	Vostro 3460 14" / I7 / 8G /750GB / WIN7 PRO / GT630
LT-RD33-6821	DELL	CDLOG	3926.56	Latitude E5430 14" / I5 / 4G / 500G / WIN8 PRO
LT-RD33-7133	DELL	CDLOG	3582.21	Latitude E5530 15.6" / I5 / 4G / 500G / WIN8 PRO
IN-RD01-7189	DELL	CDLOG	1875.98	Inspirion 3421 14" / I3 / 4G / 750G / WIN8 /
IN-RD09-7190	DELL	CDLOG	2012.75	Inspirion 3421 14" / I3 / 4G / 750G / WIN8 /
IN-RD09-7192	DELL	CDLOG	3420.22	Inspirion 3721 17.3" / I7 / 8G / 1TB / WIN8 / HD8730
IN-RD33-7187	DELL	CDLOG	3816.95	Inspirion 7520 15.6" / I7 / 8G / 1TB / WIN8 / HD7730
VM-RD33-7186	DELL	CDLOG	3262.11	Vostro 3560 15.6" / I5 / 4G / 750G / WIN8 Pro / HD7670
LT-RD33-7182	DELL	CDLOG	5179.8	Latitude E6330 13.3" / I7 / 8G / 750G / WIN8PRO
LT-RD33-7179	DELL	CDLOG	3536.62	Latitude E5430 14" / I5 / 4G / 500G / WIN7PRO
LT-RD33-7178	DELL	CDLOG	3996.4	Latitude E5430 14" / I5 / 4G / 500G / WIN8PRO
LT-RD33-7181	DELL	CDLOG	3560.87	Latitude E5530 15.6" / I5 / 4G / 500G / WIN7 PRO
LT-RD33-7180	DELL	CDLOG	3807.25	Latitude E5530 15.6" / I5 / 4G / 500G / WIN8 PRO
LT-RD33-7175	DELL	CDLOG	6222.55	Latitude 6430u UltraBook 14" / I7 / 8G / 256G SSD / WIN8 PRO
LT-RD33-7176	DELL	CDLOG	4863.58	Latitude E6530 15.6" / I5 / 4G / 750G / WIN7 PRO / Quadro NVS 5200
LT-RD33-7177	DELL	CDLOG	4863.58	Latitude E6530 15.6" / I5 / 4G / 750G / WIN8 PRO / Quadro NVS 5200
LT-RD33-7084	DELL	CDLOG	3125.34	Latitude 3330 13.3" / I5 / 4G / 500G / WIN8
LT-RD33-7085	DELL	CDLOG	3272.78	Latitude 3330 13.3" / I5 / 4G / 500G / WIN7 PRO
LT-RD33-7086	DELL	CDLOG	3641.38	Latitude 3330 13.3" / I5 / 8G / 128G SSD / WIN8 PRO
IN-RD09-7123	DELL	CDLOG	1963.28	Inspirion 3521 15.6" / I3 / 4G / 500GB / WIN8
IN-RD33-7164	DELL	CDLOG	3335.83	Inspirion 5537 15.6" / I5 / 8G / 1TB / WIN8 / HD8850 /Silver
IN-RD33-7165	DELL	CDLOG	4168.09	Inspirion 5737 15.6" / I7 / 16G / 1TB / WIN8 / HD8870 /Silver
VM-RD33-7217	DELL	CDLOG	3788.82	Vostro 5470 14" Touch / I5 / 8G / 128G SSD / GT740 / W8P
IN-RD09-7126	DELL	CDLOG	3059.38	Inspirion 3521 15.6" / I7 / 4G / 1TB / WIN8 / HD8730
IN-RD09-7124	DELL	CDLOG	2082.59	Inspirion 3521 15.6" / I3 / 4G / 500GB / WIN8
IN-RD09-7191	DELL	CDLOG	2883.81	Inspirion 3721 17.3" / I5 / 8G / 1TB / WIN8 / HD7670
XP-RD33-7188	DELL	CDLOG	5175.92	XPS 13 UltraBook 13" / I5 / 4G / 128G SSD / WIN8
IN-RD09-7158	DELL	CDLOG	2602.51	Inspirion 3437 14" / I5 / 4G / 500G / WIN8 / GT720
LT-RD33-6963	DELL	CDLOG	4028.41	Latitude E6230 12.5" / I5 / 4G / 500G / 3G Modem / DOS
LT-RD33-7183	DELL	CDLOG	6110.03	Latitude E6230 12.5" / I7 / 8G / 256G SSD / 3G Modem / WIN8P
LT-RD33-7204	DELL	CDLOG	3750.99	Latitude E5530 15.6" / I5 / 4G / 500G / 3G Modem / WIN7 PRO
LT-RD33-7174	DELL	CDLOG	6222.55	Latitude 6430u UltraBook 14" / I7 / 8G / 256G SSD / WIN7 PRO
PM-RD33-7134	DELL	CDLOG	8673.74	Precision M6700 17.3" / I7 / 8G / 750G / WIN8 PRO / FirePro M6000
VM-RD33-7215	DELL	CDLOG	2981.78	Vostro 5470 14" Touch / I3 / 4G / 128G SSD / W8
VM-RD33-7216	DELL	CDLOG	3371.72	Vostro 5470 14" Touch / I5 / 4G / 128G SSD / W8P
V2521-3001	DELL	CDLOG	1639.3	Vostro 2521 15.6" / I3 / 4G / 500G / DOS
V2521-3099	DELL	CDLOG	1775.1	Vostro 2521 15.6" / I3 / 4G / 500G / DOS
LT-RD33-7166	DELL	CDLOG	4512.44	Latitude E7240 12.5" / I5 / 4G / 128G SSD / WIN8P
LT-RD33-7228	DELL	CDLOG	3589	Latitude 3440 14" / I5 / 6G / 750G / Nvidia N14P-GV2 2GB / WIN8P
LT-RD33-7227	DELL	CDLOG	3094.3	Latitude 3440 14" / I5 / 4G / 500G / WIN8P
LT-RD33-7167	DELL	CDLOG	4399.92	Latitude 7440 UltraBook 14" / I5 / 4G / 500G / WIN8P
LT-RD33-7229	DELL	CDLOG	3094.3	Latitude 3540 15.6" / I5 / 4G / 500G / Win8P
LT-RD33-7230	DELL	CDLOG	3641.38	Latitude 3540 15.6" / I5 / 6G / 750G / AMD Venus Pro 2GB  / Win8P
VM-RD33-7226	DELL	CDLOG	2778.08	Vostro 3360 13.3" / I3 / 4G / 500G / Win8
LT-RD33-7173	DELL	CDLOG	5555.19	Latitude E6430 14" / I7 / 8G / 750G / Win8P / Quadro NVS 5200
NEXT8D12F	Nextbook	CDLOG	513.13	Nextbook Tablet Premium 8SE 8" / 1G / 8G / Android
NEXT800T	Nextbook	CDLOG	545.14	Nextbook Tablet Tendy 8 8" / 1G / 8G / Android
M1005NT	Nextbook	CDLOG	681.91	Nextbook Tablet Premium 10SE 9.7" / 1G / 8G / Android
XP-RD09-6901	DELL	CDLOG	1945.82	Dell XPS 10 Tablet 10.1" / 1G / 32G / WIN RT
LT-RD33-6548	DELL	CDLOG	3441.56	Dell Latitude 10 Tablet 10.1" / 2G / 64G / WIN8 Pro
L02XT30101E	DELL	CDLOG	5394.17	Dell Latitude XT3 Tablet 13" / I5 / 4G / 128G SSD / WIN7 PRO
WT310-105	Toshiba	CDLOG	4171.97	WT310 Tablet 11.6" / I5 / 4G / 128G SSD / Win 8
AT10LE-A-109	Toshiba	CDLOG	1903.14	Toshiba Excite Pro Tablet 10.1" Touch / Quad Core /  2G / 32G / Android
AT10PE-A-104	Toshiba	CDLOG	2175.71	Excite Write Tablet 10.1" Touch/Qoud Core/2G/32G/Android/Stylus Pen
AT10-A-104	Toshiba	CDLOG	1202.8	Toshiba Excite Pure Tablet 10.1" Touch / Quad Core /  1G / 16G / Android
AT10LE-A-107	Toshiba	CDLOG	2144.67	Toshiba Excite Pro Tablet 10.1" Touch/Quad Core/2G/32G/Android/Modem 3G
AT10-A-103	Toshiba	CDLOG	1604.38	Toshiba Excite Pure Tablet 10.1" Touch / Quad Core /  1G / 32G / Android / Modem 3G
B613-G	PocketBook	CDLOG	542.23	Pocketbook Basic 613 6" Grey
B611-G	PocketBook	CDLOG	649.9	Pocketbook Basic 611 6" Grey
B611-W	PocketBook	CDLOG	649.9	Pocketbook Basic 611 6" White
P622B	PocketBook	CDLOG	917.62	Pocketbook 622 6" Touch Black
P622W	PocketBook	CDLOG	917.62	Pocketbook 622 6" Touch White
P912G	PocketBook	CDLOG	1310.47	Pocketbook 912 9.7" Touch Grey
PLIGHT	PocketBook	CDLOG	46.56	Pocketbook Light
920-003402	Logitech	CDLOG	145.5	Keyboard & Case For IPAD Bluetooth
Z3C-00008	Microsoft	CDLOG	51.41	Notebook Cooling Base Black
Z3C-00002	Microsoft	CDLOG	51.41	Notebook Cooling Base White
939-000321	Logitech	CDLOG	130.95	N550 Speaker Lapdesk
943-000033	Logitech	CDLOG	24.25	Joystick For IPAD
PNA0650308	FSP	CDLOG	99.91	Notebook Universal Adapter 65W
NB-L65	FSP	CDLOG	102.82	Notebook Universal Adapter 65W Ultra Slim
NB-U65PLUS	FSP	CDLOG	117.37	Notebook Universal Adapter 65W USB
PNA0651800	FSP	CDLOG	124.16	Notebook Universal Adapter 65W Twinkle
NB-L90	FSP	CDLOG	134.83	Notebook Universal Adapter 90W Ultra Slim
NB-Q120PLUS	FSP	CDLOG	195.94	Notebook Universal Adapter 120W 2xUSB
FSP065-DBKA1	FSP	CDLOG	96.03	Notebook Universal Adapter 65W For Car
WALK2200WS	FSP	CDLOG	89.24	Powerbank USB 2200mAH
WALK5200WS	FSP	CDLOG	128.04	Powerbank USB 5200mAH
CMP-USBLIGHT	KONIG Electronic	CDLOG	18.43	פנס גמיש USB למחשב נייד
IPC001	INFINITY	CDLOG	776.97	Celeron G1610 / H61 / 2G / 500G / DVDRW
IPC002	INFINITY	CDLOG	808.98	G2030 / H61 / 2G / 500G / DVDRW
IPC003	INFINITY	CDLOG	1114.53	I3-3240 / H61 / 4G / 500G / DVDRW
IPC004	INFINITY	CDLOG	873	G2030 / B75 / 2G / 500G / DVDRW
IPC005	INFINITY	CDLOG	1150.42	I3-3240 / B75 / 4G / 500GB / DVDRW
IPC006	INFINITY	CDLOG	1414.26	I5-3470 / B75 / 4G / 500GB / DVDRW
IPC007	INFINITY	CDLOG	1265.85	I3-3240 / H77 / 4G / 500GB / DVDRW
IPC008	INFINITY	CDLOG	1524.84	I5-3470 / H77 / 4G / 500GB / DVDRW
IPC009	INFINITY	CDLOG	1236.75	I3-4130 / B85 / 4G / 500GB / DVDRW
IPC010	INFINITY	CDLOG	1501.56	I5-4440 / B85 / 4G / 500GB / DVDRW
IPC011	INFINITY	CDLOG	1537.45	I5-4570 / B85 / 4G / 500GB / DVDRW
IPC012	INFINITY	CDLOG	1293.01	I3-4130 / H87 / 4G / 500GB / DVDRW
IPC013	INFINITY	CDLOG	1553.94	I5-4440 / H87 / 4G / 500GB / DVDRW
IPC014	INFINITY	CDLOG	1567.52	I5-4570 / H87 / 4G / 500GB / DVDRW
IPC015	INFINITY	CDLOG	937.02	G3220 / GA-H81M-S1 / 4G / 500G / DVDRW
IPC016	INFINITY	CDLOG	1161.09	I3-4130 / GA-H81M-S1 / 4G / 500G / DVDRW
IPC017	INFINITY	CDLOG	1425.9	I5-4440 / GA-H81MS2-PV / 4G / 500G / DVDRW
IPC018	INFINITY	CDLOG	1451.12	I5-3470 / Intel H67 / 4G / 500G / DVDRW
IPC019	INFINITY	CDLOG	932.17	G2030 / Intel H67 / 4G / 500G / DVDRW
C3970XB	Intel	CDLOG	3933.35	Core i7 3970X Six Core Extreme Box
C3930XB	Intel	CDLOG	2208.69	Core i7 3930K Six Core Box
C4770KB	Intel	CDLOG	1321.14	Core i7 4770K With Graphics Box
C4770KT	Intel	CDLOG	1299.8	Core i7 4770K With Graphics Tray
C4770SB	Intel	CDLOG	1187.28	Core i7 4770S With Graphics Box
C4770T	Intel	CDLOG	1120.35	Core i7 4770 With Graphics Tray
C4670KB	Intel	CDLOG	916.65	Core i5 4670K With Graphics Box
C4670KT	Intel	CDLOG	892.4	Core i5 4670K With Graphics Tray
C4670T	Intel	CDLOG	797.34	Core i5 4670 With Graphics Tray
